"","FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_N","RANK","inv.RANK","VIS","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"97","MYD88_P59481_x1",1,3.85,76.91,0.4827,0.4067,0.103,50,46,1,2,"MYD88_P59481_x1_2",1,5,NA,"P59481","LMA2L_MOUSE","Lman2l Vipl","Lman2l","Vipl","Mus musculus (Mouse)",10090,"VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"98","MYD88_P59913_x1",3,1.6,75.49,0.5408,0.3305,0.0886,47,48,1,2,"MYD88_P59913_x1_2",1,5,NA,"P59913","PCMD1_MOUSE","Pcmtd1","Pcmtd1",NA,"Mus musculus (Mouse)",10090,"Protein-L-isoaspartate O-methyltransferase domain-containing protein 1","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"99","MYD88_P61027_x1",1,0.58,77.55,0.5969,0.4492,0.3527,74,84,1,2,"MYD88_P61027_x1_2",1,5,NA,"P61027","RAB10_MOUSE","Rab10","Rab10",NA,"Mus musculus (Mouse)",10090,"Ras-related protein Rab-10 (EC 3.6.5.2)","UP000000589: Chromosome 12","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"100","MYD88_P61294_x1",5,1.19,73.89,0.4176,0.2715,0.1052,37,36,1,2,"MYD88_P61294_x1_2",1,5,NA,"P61294","RAB6B_MOUSE","Rab6b D9Bwg0185e","Rab6b","D9Bwg0185e","Mus musculus (Mouse)",10090,"Ras-related protein Rab-6B (EC 3.6.5.2)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"101","MYD88_P62071_x1",2,2.09,75.4,0.4226,0.3132,0.0941,44,53,1,2,"MYD88_P62071_x1_2",1,5,NA,"P62071","RRAS2_MOUSE","Rras2","Rras2",NA,"Mus musculus (Mouse)",10090,"Ras-related protein R-Ras2 (EC 3.6.5.-)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"102","MYD88_P62340_x1",3,1.74,80.56,0.4184,0.2194,0.0158,27,26,1,2,"MYD88_P62340_x1_2",1,5,NA,"P62340","TBPL1_MOUSE","Tbpl1 Tlf Tlp Tlp21 Trf2 Trp","Tbpl1","Tlf Tlp Tlp21 Trf2 Trp","Mus musculus (Mouse)",10090,"TATA box-binding protein-like 1 (TBP-like 1) (21 kDa TBP-like protein) (TATA box-binding protein-related factor 2) (TBP-related factor 2) (TBP-like factor) (TBP-related protein)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"103","MYD88_P62492_x1",3,0.67,80.48,0.7101,0.5769,0.4117,81,85,1,2,"MYD88_P62492_x1_2",1,5,NA,"P62492","RB11A_MOUSE","Rab11a Rab11","Rab11a","Rab11","Mus musculus (Mouse)",10090,"Ras-related protein Rab-11A (Rab-11) (EC 3.6.5.2)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"104","MYD88_P62869_x1",5,4.36,73.2,0.3934,0.0224,3e-04,12,12,1,2,"MYD88_P62869_x1_2",1,5,NA,"P62869","ELOB_MOUSE","Elob Tceb2","Elob","Tceb2","Mus musculus (Mouse)",10090,"Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"105","MYD88_P63005_x1",1,0.9,82.05,0.5009,0.0663,0.0028,18,16,1,2,"MYD88_P63005_x1_2",1,5,NA,"P63005","LIS1_MOUSE","Pafah1b1 Lis-1 Lis1 Pafaha","Pafah1b1","Lis-1 Lis1 Pafaha","Mus musculus (Mouse)",10090,"Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"106","MYD88_P63213_x1",1,0.69,76.81,0.4427,0.0181,3e-04,8,7,2,2,"MYD88_P63213_x1_2",1,5,NA,"P63213","GBG2_MOUSE","Gng2","Gng2",NA,"Mus musculus (Mouse)",10090,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"107","MYD88_P63318_x1",5,1.58,74.68,0.4528,0.2954,0.0621,36,31,1,2,"MYD88_P63318_x1_2",1,5,NA,"P63318","KPCG_MOUSE","Prkcg Pkcc Pkcg Prkcc","Prkcg","Pkcc Pkcg Prkcc","Mus musculus (Mouse)",10090,"Protein kinase C gamma type (PKC-gamma) (EC 2.7.11.13)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"108","MYD88_P68373_x1",3,1.4,84.6,0.6718,0.3508,0.1223,46,51,1,2,"MYD88_P68373_x1_2",1,5,NA,"P68373","TBA1C_MOUSE","Tuba1c Tuba6","Tuba1c","Tuba6","Mus musculus (Mouse)",10090,"Tubulin alpha-1C chain (EC 3.6.5.-) (Alpha-tubulin 6) (Alpha-tubulin isotype M-alpha-6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"109","MYD88_P68433_x1",3,2.95,69.99,0.4047,0.0601,5e-04,16,13,1,2,"MYD88_P68433_x1_2",1,5,NA,"P68433","H31_MOUSE","H3c1 H3a Hist1h3a; H3c8 H3.1-221 H3g Hist1h3g; H3c10 H3.1-291 H3h Hist1h3h; H3c11 H3.1-I H3i Hist1h3i","H3c1; H3c8; H3c10; H3c11","H3a Hist1h3a; H3.1-221 H3g Hist1h3g; H3.1-291 H3h Hist1h3h; H3.1-I H3i Hist1h3i","Mus musculus (Mouse)",10090,"Histone H3.1","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"110","MYD88_P70290_x1",2,2.43,72.03,0.4497,0.2218,0.0433,26,28,1,2,"MYD88_P70290_x1_2",1,5,NA,"P70290","EM55_MOUSE","Mpp1","Mpp1",NA,"Mus musculus (Mouse)",10090,"55 kDa erythrocyte membrane protein (p55) (Membrane protein, palmitoylated 1)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"111","MYD88_P70295_x1",1,3.72,72.9,0.4713,0.045,0.0071,16,15,1,2,"MYD88_P70295_x1_2",1,5,NA,"P70295","AUP1_MOUSE","Aup1","Aup1",NA,"Mus musculus (Mouse)",10090,"Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"112","MYD88_P70452_x1",1,2.78,70.24,0.3911,0.1567,0.0089,25,16,1,2,"MYD88_P70452_x1_2",1,5,NA,"P70452","STX4_MOUSE","Stx4 Stx4a","Stx4","Stx4a","Mus musculus (Mouse)",10090,"Syntaxin-4","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"113","MYD88_P70459_x1",3,37.53,47.94,0.3182,0.3952,0.1399,47,61,1,2,"MYD88_P70459_x1_2",1,5,NA,"P70459","ERF_MOUSE","Erf","Erf",NA,"Mus musculus (Mouse)",10090,"ETS domain-containing transcription factor ERF","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"114","MYD88_P70671_x1",1,1.85,73.14,0.3832,0.2711,0.0578,33,32,1,2,"MYD88_P70671_x1_2",1,5,NA,"P70671","IRF3_MOUSE","Irf3","Irf3",NA,"Mus musculus (Mouse)",10090,"Interferon regulatory factor 3 (IRF-3)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"115","MYD88_P70699_x1",5,2.48,85.44,0.7387,0.3265,0.0631,35,32,1,2,"MYD88_P70699_x1_2",1,5,NA,"P70699","LYAG_MOUSE","Gaa","Gaa",NA,"Mus musculus (Mouse)",10090,"Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"116","MYD88_P81183_x1",3,8.81,50.15,0.2798,0.2321,0.0189,33,31,1,2,"MYD88_P81183_x1_2",1,5,NA,"P81183","IKZF2_MOUSE","Ikzf2 Helios Zfpn1a2 Znfn1a2","Ikzf2","Helios Zfpn1a2 Znfn1a2","Mus musculus (Mouse)",10090,"Zinc finger protein Helios (Ikaros family zinc finger protein 2)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"117","MYD88_P84096_x1",1,1.22,84.3,0.5839,0.5476,0.3566,64,72,1,2,"MYD88_P84096_x1_2",1,5,NA,"P84096","RHOG_MOUSE","Rhog Arhg Sid10750","Rhog","Arhg Sid10750","Mus musculus (Mouse)",10090,"Rho-related GTP-binding protein RhoG (Sid 10750)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
