Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Mol. weight [kDa],Peptides,Valid values,Valid values 15 min,Valid values unstim,Myd88 15 min 1 neu,MyD88 15 min 2 neu,MyD88 15 min 3 neu,MyD88 15 min 4 neu,MyD88 unstim 2 neu,MyD88 unstim 3 neu,MyD88 unstim 4 neu
+,1.868809288,-1.687125047,P62274,P62274,40S ribosomal protein S29,Rps29,,6.6767,2,9,4,3,20.35598564,20.92538643,19.44648552,19.80358505,22.11048508,22.1028862,21.24658585
+,3.520044883,-1.789833069,P62281,P62281,40S ribosomal protein S11,Rps11,,18.431,13,12,4,4,25.74088478,25.49308586,25.14518547,25.74358559,27.46008492,27.45048523,27.05098534
+,2.690434099,-1.912615617,P62301,P62301,40S ribosomal protein S13,Rps13,,17.222,7,12,4,4,24.34048653,24.75688553,23.59248543,24.26868629,25.79708481,26.439785,26.21988487
,0.9769785307,-0.9146585464,P62305,P62305,Small nuclear ribonucleoprotein E,Snrpe,,10.803,3,12,4,4,19.60128593,20.56578636,18.67668533,19.36608505,20.38658524,20.52198601,20.49278641
+,1.501941385,-4.352232615,P62307,P62307,Small nuclear ribonucleoprotein F,Snrpf,,9.7251,3,11,3,4,NaN,12.72768593,11.66258621,16.03508568,18.12538528,18.03398514,17.32268524
+,2.107952671,-1.82155021,P62315,P62315,Small nuclear ribonucleoprotein Sm D1,Snrpd1,,13.281,5,12,4,4,21.98618507,22.16698647,20.85648537,21.15288544,23.62018585,23.57758522,22.88878632
+,2.77062226,-2.085749467,P62317,P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2,,13.527,8,12,4,4,19.90218544,20.3596859,19.49988556,19.31438637,22.12588501,22.06658554,21.3718853
+,2.520037673,-1.965142727,P62320,P62320,Small nuclear ribonucleoprotein Sm D3,Snrpd3,,13.916,8,12,4,4,21.53868484,22.49058533,21.36868477,21.48448563,24.04528618,23.77918625,23.23278618
,1.383927546,-0.5529419581,P62334,P62334,26S protease regulatory subunit 10B,Psmc6,,44.172,7,11,4,3,15.39788532,15.77018547,15.61958599,16.04158592,16.54618645,16.18808556,16.0464859
,0.4796174068,-0.461400032,P62340,P62340,TATA box-binding protein-like protein 1,Tbpl1,,20.886,2,7,3,3,NaN,14.60078526,13.7577858,13.43808556,14.06388569,14.84378529,14.27318573
,2.589408405,-0.6753581365,P62482;P63143,P62482,Voltage-gated potassium channel subunit beta-2,Kcnab2,,41.021,6,12,4,4,16.81248665,16.86068535,16.54628563,16.44078636,17.33338547,17.31518555,17.37268639
,0.005301208482,0.007708628972,P62484;Q8CBW3,P62484;Q8CBW3,Abl interactor 2;Abl interactor 1,Abi2;Abi1,,49.387,2,8,4,4,11.98188591,10.53448582,11.18838596,11.59668636,10.98862553,10.89774609,12.06658554
+,3.036125999,-1.819499652,P62702,P62702,"40S ribosomal protein S4, X isoform",Rps4x,,29.597,21,12,4,4,25.15918541,25.60098648,24.74138641,24.98318672,27.12318611,27.10938644,26.58948517
,0.6070306023,-0.5162496567,P63330;P62715,P63330;P62715,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,Ppp2ca;Ppp2cb,,35.608,2,11,4,3,12.90488625,14.19478607,13.87568569,13.65318584,13.79318523,14.68878555,14.03818607
+,2.222156502,-1.853574594,P62717,P62717,60S ribosomal protein L18a,Rpl18a,,20.732,15,12,4,4,24.04968643,25.02958488,23.90638542,24.21878624,26.36258507,26.59298515,25.50848579
+,1.801364667,-0.9942499797,P62743,P62743,AP-2 complex subunit sigma,Ap2s1,,17.018,3,11,4,3,17.64738655,18.24378586,17.53208542,17.54728508,18.99258614,18.93968582,18.27838516
+,2.821683115,-2.155057748,P62751,P62751,60S ribosomal protein L23a,Rpl23a,,17.695,8,12,4,4,25.39408493,25.49498558,24.585886,24.87688637,27.6123848,27.41178513,26.70488548
+,2.749363531,-1.737458706,P62754,P62754,40S ribosomal protein S6,Rps6,,28.68,14,12,4,4,24.82808495,25.16848564,24.337286,24.62198639,26.72018623,26.70858574,26.00048637
+,2.931307068,-1.331907908,P62806,P62806,Histone H4,Hist1h4a,,11.367,9,12,4,4,24.93378639,25.33778572,24.95048523,24.51158524,26.22848511,26.31178474,26.25568581
,0.1011804659,0.2102412383,P62814,P62814,"V-type proton ATPase subunit B, brain isoform",Atp6v1b2,,56.55,3,12,4,4,11.49728584,13.23508549,11.79738617,11.57988548,13.05718613,11.74698639,10.64733601
,0.0002126217789,-0.0003413359324,P62821,P62821,Ras-related protein Rab-1A,Rab1A,,22.677,3,12,4,4,14.82578564,15.79128551,15.27838612,15.74058533,15.13398552,14.63168526,16.46238518
+,1.486636599,-1.278100491,P62827;Q61820,P62827;Q61820,"GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform",Ran;Rasl2-9,,24.423,6,12,4,4,20.3480854,20.34518623,18.89128494,19.90778542,21.42398643,21.24398613,20.7855854
+,3.997229601,-1.624758403,P62830,P62830,60S ribosomal protein L23,Rpl23,,14.865,11,12,4,4,23.80008507,23.83818626,23.33808517,23.74708557,25.37738609,25.35038567,25.18908501
,0.04679192028,0.04279168447,Q99JI6;P62835,Q99JI6;P62835,Ras-related protein Rap-1b;Ras-related protein Rap-1A,Rap1b;Rap1a,,20.825,5,12,4,4,18.38408661,19.04898643,17.83108521,18.6666851,18.51098633,18.58388519,18.22488594
+,2.899707392,-2.263757547,P62843,P62843,40S ribosomal protein S15,Rps15,,17.04,7,12,4,4,22.09528542,21.14348602,21.93358612,21.66628647,24.28418541,24.24458504,23.39148521
+,3.435814901,-1.23251756,P62849,P62849,40S ribosomal protein S24,Rps24,,15.423,5,12,4,4,23.30358505,23.71008492,23.17118645,23.39728546,24.55828667,24.74768639,24.57818604
+,2.336093027,-1.823857784,P62852,P62852,40S ribosomal protein S25,Rps25,,13.742,6,12,4,4,24.90688515,25.72478485,24.47828674,25.08188629,27.16078568,27.09858513,26.35608482
,0.6158642448,-1.085208416,P62855,P62855,40S ribosomal protein S26,Rps26,,13.015,6,12,4,4,22.49698639,25.34408569,23.95178604,23.9343853,24.14708519,24.92658615,25.97738647
,1.702377397,-0.778933843,P62858,P62858,40S ribosomal protein S28,Rps28,,7.8409,3,11,4,3,17.72518539,18.50118637,18.01768494,17.63988495,18.7224865,18.72568512,18.80158615
+,4.20491948,-1.839732806,P62862,P62862,40S ribosomal protein S30,Fau,,6.6478,2,12,4,4,23.83908653,23.28658485,23.40228653,23.52598572,25.23658562,25.39268494,25.43038559
+,1.290053235,1.497349739,P62869,P62869,Transcription elongation factor B polypeptide 2,Tceb2,,13.17,1,7,4,2,15.1004858,14.08278561,13.88578606,14.2468853,13.4316864,NaN,12.2315855
,1.759523284,0.6934167544,P62874;Q61011,P62874,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,Gnb1,,37.377,5,11,4,3,15.69838524,15.85248566,15.87558556,15.80888557,14.69078541,15.48358536,15.17188549
,1.341963166,0.8297421137,P62880;P29387,P62880;P29387,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2;Guanine nucleotide-binding protein subunit beta-4,Gnb2;Gnb4,,37.331,6,12,4,4,17.41758537,17.25798607,17.39578629,17.81088638,17.16478539,16.01828575,16.7393856
+,2.627611912,-1.267649492,P62889,P62889,60S ribosomal protein L30,Rpl30,,12.784,8,12,4,4,24.84588623,25.52758598,25.07328606,24.79338646,26.42598534,26.4744854,26.08258629
+,1.657253768,-1.869400024,P62892,P62892,60S ribosomal protein L39,Rpl39,,6.4066,1,11,4,3,24.67448616,25.10878563,23.33278656,23.88988495,26.77628517,26.15068626,25.43568611
+,2.055242092,-1.785383383,P62900,P62900,60S ribosomal protein L31,Rpl31,,14.463,9,12,4,4,23.85388565,24.60618591,23.06038666,23.70208549,25.88328552,25.7910862,25.09868622
+,2.677159915,-1.358341058,P62908,P62908,40S ribosomal protein S3,Rps3,,26.674,25,12,4,4,23.56598663,23.94088554,23.50488663,23.50868607,25.25578499,25.19198608,24.51758575
+,2.695778658,-1.659382979,P62911,P62911,60S ribosomal protein L32,Rpl32,,15.86,6,12,4,4,24.72348595,25.3691864,24.67578506,24.34448624,26.58558655,26.58508492,26.14218521
+,1.682184136,-1.031458378,P62915,P62915,Transcription initiation factor IIB,Gtf2b,,34.819,2,11,4,3,14.11258602,15.03418541,14.02568531,13.97698593,15.51898575,15.28718567,15.15028572
+,2.221509294,-2.658557892,P62918,P62918,60S ribosomal protein L8,Rpl8,,28.024,12,12,4,4,23.76358604,25.80468559,24.0138855,24.7380867,27.43008614,27.5518856,26.73388481
+,2.638531149,-2.255241553,P62960,P62960,Nuclease-sensitive element-binding protein 1,Ybx1,,35.73,18,12,4,4,23.87788582,24.77858543,23.62008667,24.01508522,26.62238503,26.66168594,25.70038605
,1.189441145,0.8430250486,P62962;CON__P02584,P62962;CON__P02584,Profilin-1,Pfn1,+,14.957,4,11,4,4,17.03378487,16.14358521,16.18568611,17.02658653,16.12758636,15.82618523,15.3093853
+,1.955159557,-1.242650668,P62983;P0CG49;P0CG50,P62983;P0CG49;P0CG50,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin;Ubiquitin-related 1;Ubiquitin-related 2,Rps27a;Ubb;Ubc,,17.951,7,12,4,4,24.27888489,24.80198669,23.80308533,24.18418503,25.7679863,25.73348618,25.02758598
+,4.061827359,-1.876441797,P62996,P62996,Transformer-2 protein homolog beta,Tra2b,,33.665,12,12,4,4,22.03768539,21.67838478,21.65388489,21.67048645,23.8643856,23.67568588,23.36958504
,0.4011295911,0.355090936,P63001,P63001,Ras-related C3 botulinum toxin substrate 1,Rac1,,21.45,4,12,4,4,17.88718605,18.64588547,17.35328484,18.24768639,18.10098648,17.67728615,17.25698662
,0,NaN,P63005,P63005,Platelet-activating factor acetylhydrolase IB subunit alpha,Pafah1b1,,46.67,3,6,4,1,13.22448635,14.65088558,12.74328613,13.43048573,NaN,NaN,NaN
,2.11386609,-0.6604420344,P63017,P63017,Heat shock cognate 71 kDa protein,Hspa8,,70.87,29,12,4,4,20.88868523,21.23728561,20.69608498,20.89078522,21.7461853,21.58838654,21.43138504
+,2.419269786,-1.2588919,P63037,P63037,DnaJ homolog subfamily A member 1,Dnaja1,,44.868,14,12,4,4,18.2679863,18.42388535,18.16938591,18.85338593,19.63148499,20.06668663,19.36448669
,0.6305758471,0.5557832718,P63038,P63038,"60 kDa heat shock protein, mitochondrial",Hspd1,,60.955,17,12,4,4,17.42808533,18.54258537,17.31398582,17.79268646,17.38538551,17.61778641,16.6374855
+,1.986987993,-2.027833382,P63073,P63073,Eukaryotic translation initiation factor 4E,Eif4e,,25.053,4,11,4,4,16.16828537,17.20988655,16.11908531,15.40388584,18.82588577,18.12498665,17.80848503
,1.640921981,-0.8592832883,P63085;Q6P5G0;Q61532,P63085,Mitogen-activated protein kinase 1,Mapk1,,41.275,10,12,4,4,17.61678505,18.03808594,17.86488533,17.69318581,18.6680851,18.16188622,19.15758514
,1.572360647,-0.3697498639,P63087,P63087,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,Ppp1cc,,36.983,15,12,4,4,16.90378571,17.12948608,17.22518539,17.34848595,17.62298584,17.46098518,17.48048592
+,0.9907892468,1.591849804,P63094;Q6R0H7;Q8CGK7,P63094;Q6R0H7,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,Gnas,,45.663,6,9,4,3,15.22808552,14.85198593,15.30178547,15.11228561,14.40338612,14.54188538,11.649786
,0.1353259115,0.1096746127,P63101,P63101,14-3-3 protein zeta/delta,Ywhaz,,27.771,11,12,4,4,19.33008575,19.9744854,18.80218506,19.28068542,19.17668533,19.47578621,19.05908585
+,2.805907987,-1.740983327,P63154,P63154,Crooked neck-like protein 1,Crnkl1,,83.415,14,11,4,3,16.37428474,17.05958557,16.20348549,16.22318649,18.49678612,18.22638512,17.89518547
,0.5752489156,-1.111975034,P63242;Q8BGY2,P63242,Eukaryotic translation initiation factor 5A-1,Eif5a,,16.832,5,11,4,3,17.03948593,19.00408554,15.90188599,17.20178604,19.28898621,18.51778603,17.38958549
,1.987176207,0.6331165632,P63260,P63260,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",Actg1,,41.792,32,12,4,4,27.14808655,27.04288483,26.83288574,27.27668571,26.67608643,26.20958519,26.44038582
+,2.264584747,-1.746558189,P63276,P63276,40S ribosomal protein S17,Rps17,,15.524,8,12,4,4,24.03788567,24.0885849,22.89178658,23.4479866,25.57158661,25.55468559,24.96308517
,0.7570871264,-1.011017005,P63323,P63323,40S ribosomal protein S12,Rps12,,14.525,2,11,4,3,17.41038513,19.76428604,17.66658592,18.27888489,19.20518494,19.04848671,19.61948586
,0.7213867279,-0.752324899,P63325,P63325,40S ribosomal protein S10,Rps10,,18.916,3,11,4,3,19.25878525,20.37958527,18.8426857,19.00998497,20.73218536,20.06498528,19.57808495
,0.06982938474,-0.1632998784,P67778,P67778,Prohibitin,Phb,,29.82,3,9,3,3,12.09598637,NaN,13.20418549,14.21898556,14.39248562,12.60238552,13.01418591
+,1.964631712,-1.886975447,P67984,P67984,60S ribosomal protein L22,Rpl22,,14.759,4,12,4,4,24.6048851,25.56268501,23.77258492,24.36628532,26.70468521,26.66308594,26.02298546
,0.1981745975,0.3243581454,P68033;P63268;P62737,P68033;P63268;P62737,"Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, aortic smooth muscle",Actc1;Actg2;Acta2,,42.019,18,12,4,4,23.61088562,24.12738609,22.73918533,23.31178665,24.24308586,22.00838661,23.11738586
+,1.622558376,-1.063758055,P68040,P68040,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",Gnb2l1,,35.076,12,12,4,4,18.6768856,19.0695858,18.20308495,18.522686,20.08108521,19.87978554,19.08458519
+,0.9976234452,1.168091218,P68181,P68181,cAMP-dependent protein kinase catalytic subunit beta,Prkacb,,40.707,4,11,4,3,16.17948532,14.18458557,15.08758545,15.54038525,14.18128586,13.40978622,14.64868546
,0.0773491159,-0.06666692098,P68254,P68254,14-3-3 protein theta,Ywhaq,,27.778,7,12,4,4,18.18268585,19.12138557,18.18028641,18.56918526,18.92308617,18.55018616,18.26688576
+,3.81257791,2.377841791,P68368,P68368,Tubulin alpha-4A chain,Tuba4a,,49.924,17,12,4,4,21.75288582,22.0729866,21.3018856,21.51088524,19.48428535,19.37138557,18.98978615
,0.5083435481,-0.4125995636,P68369;P05214,P68369;P05214,Tubulin alpha-1A chain;Tubulin alpha-3 chain,Tuba1a;Tuba3a,,50.135,17,8,4,3,14.41948605,13.95508575,13.28618622,13.46358585,14.6697855,14.05958557,13.85168552
,0.3154658097,-0.1598173777,P68372;CON__ENSEMBL:ENSBTAP00000025008;A2AQ07,P68372,Tubulin beta-4B chain,Tubb4b,,49.83,24,12,4,4,22.29608536,22.7760849,22.13698578,22.44618607,22.87128639,22.54158592,22.3080864
,0,NaN,P68373,P68373,Tubulin alpha-1C chain,Tuba1c,,49.909,16,3,3,0,12.35928631,NaN,14.20638561,13.99518585,NaN,NaN,NaN
,0,1.161732992,P68433,P68433,Histone H3.1,Hist1h3a,,15.404,5,5,3,1,18.15238571,16.09478569,NaN,14.25358582,NaN,15.00518608,NaN
,0.1319677945,-0.1011830966,P68510,P68510,14-3-3 protein eta,Ywhah,,28.211,7,12,4,4,15.56658554,16.50668526,16.00838661,16.55888557,16.36888504,16.32898521,16.08608627
,0.2172044409,-0.2659496466,P70122,P70122,Ribosome maturation protein SBDS,Sbds,,28.78,3,12,4,4,13.16218567,12.93708611,13.11358547,13.06368637,13.01458549,14.45118523,12.53948593
,0.3834467193,0.2994245688,P70168,P70168,Importin subunit beta-1,Kpnb1,,97.183,16,12,4,4,16.79128647,16.76138496,15.78428555,16.65068626,16.56298637,16.21318626,15.81628609
,0.9381486106,-1.074750264,P70182;P70181;O70161,P70182,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha,Pip5k1a,,60.484,11,12,4,4,16.68838501,17.26268578,16.31978607,16.68488503,18.71498489,18.09028625,16.63578606
+,1.614291655,0.9062165419,P70191,P70191,TNF receptor-associated factor 5,Traf5,,64.144,6,8,4,3,13.93838596,14.62748528,14.02088547,14.399786,13.54418564,13.63578606,12.84128571
+,2.303676831,-0.9690254529,P70218,P70218,Mitogen-activated protein kinase kinase kinase kinase 1,Map4k1,,91.534,19,12,4,4,17.79908562,18.20638657,17.49338531,17.77218628,19.00798607,18.77658653,18.57578659
+,0.8395465186,1.296585083,P70227,P70227,"Inositol 1,4,5-trisphosphate receptor type 3",Itpr3,,304.27,4,7,4,3,10.87148571,9.621086121,10.64258575,10.73268604,7.930086136,10.66848564,8.912555695
,0.8933093455,-1.068216403,P70255,P70255,Nuclear factor 1 C-type,Nfic,,48.768,4,12,4,4,13.93318558,15.86398602,13.86548615,14.30788612,15.14258575,15.94068527,15.59928608
,0.3653141535,-0.4434335232,P70257;Q02780,P70257,Nuclear factor 1 X-type,Nfix,,53.394,3,11,4,3,15.0053854,15.09048557,13.54228592,14.22018528,15.16918564,15.32718563,14.22768593
+,2.362666202,-2.363208294,P70279,P70279,Surfeit locus protein 6,Surf6,,41.234,10,12,4,4,18.04178619,17.92128563,16.80948639,16.74468613,19.98588562,20.07698631,19.1646862
,0.9665098746,-0.8859248161,P70288,P70288,Histone deacetylase 2,Hdac2,,55.302,7,8,4,2,13.13898563,13.63428593,12.53568554,13.62168598,14.41508579,NaN,13.82208538
+,1.413760528,1.054450194,P70290,P70290,55 kDa erythrocyte membrane protein,Mpp1,,52.227,6,12,4,4,14.76728535,14.42438602,14.29868603,15.69538593,13.88618565,13.68398571,13.65578556
,0.340333227,-0.1383750439,P70315,P70315,Wiskott-Aldrich syndrome protein homolog,Was,,54.191,2,10,4,3,14.42718601,14.47728539,13.94728565,14.08948612,14.37868595,14.53378582,14.20858574
+,1.646853338,-1.029883226,P70318,P70318,Nucleolysin TIAR,Tial1,,43.388,8,12,4,4,17.98028564,18.1130867,17.40658569,17.20578575,18.82858658,19.00428581,18.28608513
+,1.702842898,-1.260382811,P70333,P70333,Heterogeneous nuclear ribonucleoprotein H2,Hnrnph2,,49.279,14,11,4,3,18.56678581,19.13318634,18.17608643,18.10248566,19.85648537,20.21078491,19.19778633
+,1.982640041,-1.932400147,P70338;O70237,P70338,Zinc finger protein Gfi-1,Gfi1,,45.943,4,11,4,3,13.4863863,15.15718555,13.89228535,13.92968559,16.37438583,16.26308632,15.50888538
+,3.695106868,-2.772516727,P70351,P70351,Histone-lysine N-methyltransferase EZH1,Ezh1,,85.187,2,11,4,3,13.20578575,12.37198639,12.92768574,12.59068584,15.84018612,15.69258595,15.10688591
+,1.960336668,-1.427250067,P70372,P70372,ELAV-like protein 1,Elavl1,,36.169,16,12,4,4,22.13808632,23.15258598,22.02748489,21.93158531,23.99458504,23.79198647,23.43248558
+,1.554021261,-1.183466196,P70388,P70388,DNA repair protein RAD50,Rad50,,153.49,8,11,4,4,13.27358627,14.29658604,12.94968605,13.397686,14.97528553,14.76508522,14.24818611
,0.254108697,-0.2686834335,P70398,P70398,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,Usp9x,,290.71,7,10,4,3,12.68698597,12.26738548,11.66178608,12.47558594,13.11268616,12.75078583,11.76138592
,0.5299930135,-0.2544246515,P70404,P70404,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial",Idh3g,,42.785,3,11,4,3,14.90098572,15.41158581,14.90538597,14.98748589,15.03928566,15.19228554,15.68578529
+,0.7384356393,1.355130196,P70460,P70460,Vasodilator-stimulated phosphoprotein,Vasp,,39.666,1,7,3,3,10.26968575,13.08018589,NaN,11.95318604,10.78689575,10.3632555,10.08751583
,0.1868617787,-0.5185411771,P70658,P70658,C-X-C chemokine receptor type 4,Cxcr4,,40.426,2,11,4,3,13.62048626,14.27748585,14.11338615,12.86228561,15.43658543,15.44838524,11.82588577
+,1.281925031,-2.658299923,P70662,P70662,LIM domain-binding protein 1,Ldb1,,46.502,2,11,4,3,12.29018593,13.47398567,9.814986229,13.64758587,14.81168556,14.929286,15.15398598
,0.08469589082,0.1334169706,Q60817;P70670,Q60817;P70670,"Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form",Naca,,23.384,2,11,4,3,14.72668552,16.26288605,14.14288616,14.48608589,14.91618538,14.89448547,14.50298595
,0,-0.619674921,P70671,P70671,Interferon regulatory factor 3,Irf3,,46.852,3,6,4,1,12.23438549,12.5695858,12.13088608,12.8643856,NaN,NaN,13.06948566
,0.04926282172,-0.040391922,P70698,P70698,CTP synthase 1,Ctps1,,66.682,14,12,4,4,17.26948547,17.70238495,16.94068527,16.91728592,17.29428482,17.60408592,16.84518623
+,1.901800072,-1.842033704,P70699,P70699,Lysosomal alpha-glucosidase,Gaa,,106.25,1,7,3,3,10.08998585,NaN,9.614285469,9.835886002,12.33878613,11.78108597,10.94638634
+,1.378623222,-1.02450784,P70700,P70700,DNA-directed RNA polymerase I subunit RPA2,Polr1b,,128.21,16,11,4,3,16.53928566,17.01148605,15.81628609,16.10098648,17.64998627,17.64798546,16.87658501
,0.2183224528,0.1895422935,P80313,P80313,T-complex protein 1 subunit eta,Cct7,,59.652,14,12,4,4,16.18488503,17.22318649,16.70148659,17.25988579,16.95258522,16.73248482,16.273386
,0.007168611707,-0.007208029429,P80314,P80314,T-complex protein 1 subunit beta,Cct2,,57.477,15,11,4,3,17.09258652,17.87578583,16.70468521,17.08778572,17.34218597,17.44158554,16.80848503
,0.5359365976,-0.2698837916,P80315,P80315,T-complex protein 1 subunit delta,Cct4,,58.066,14,12,4,4,17.91318512,17.82998657,17.27108574,18.10228539,18.20368576,18.09308624,17.85028648
,0.4180611135,0.1637002627,P80316,P80316,T-complex protein 1 subunit epsilon,Cct5,,59.623,11,12,4,4,16.77868652,16.69058609,16.20118523,16.76908493,16.56488609,16.41478539,16.35888481
,0.5117085227,0.3226337433,P80317;Q61390,P80317,T-complex protein 1 subunit zeta,Cct6a,,58.004,7,12,4,4,16.92538643,17.23778534,16.37438583,17.06358528,16.23338509,16.96998596,16.52958488
,0.5829155255,0.1928912799,P80318,P80318,T-complex protein 1 subunit gamma,Cct3,,60.629,14,12,4,4,16.95108604,17.07378578,17.27048492,17.37148476,16.85698509,16.84428596,17.22018623
