Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,1.148669114,0.8508749008,Q01405,Q01405,Protein transport protein Sec23A,Sec23a,,21,86.161,8,4,4,12.79750061,13.46969986,13.29199982,13.63930035,11.71250057,12.79209995,12.0635004,13.2269001
,0.6251399588,1.243675232,Q01730,Q01730,Ras suppressor protein 1,Rsu1,,9,31.55,6,2,4,15.46609974,16.25200081,NaN,NaN,14.99009991,15.15209961,15.40880013,12.91050053
+,2.185569225,2.599899769,Q01768,Q01768,Nucleoside diphosphate kinase B,Nme2,,12,17.363,8,4,4,16.92889977,18.00650024,17.45219994,17.8708992,14.80910015,16.64970016,13.93470001,14.46539974
,2.665088022,0.9978256226,Q01853,Q01853,Transitional endoplasmic reticulum ATPase,Vcp,,54,89.321,8,4,4,18.59000015,18.86770058,18.78199959,18.79030037,17.58009911,18.1765995,17.3423996,17.93959999
,0,3.082799594,Q01965,Q01965,T-lymphocyte surface antigen Ly-9,Ly9,,7,73.142,4,3,1,14.55980015,14.11670017,14.47910023,NaN,NaN,NaN,11.30240059,NaN
+,1.469716886,2.152649879,Q02053,Q02053,Ubiquitin-like modifier-activating enzyme 1,Uba1,,42,117.81,8,4,4,16.34939957,16.52569962,16.875,17.44809914,15.45399952,15.5199995,12.41069984,15.20289993
,1.219922901,0.9840252399,Q02257;Q02248,Q02257,Junction plakoglobin,Jup,,14,81.8,8,4,4,17.45820045,16.96649933,18.06819916,17.49029922,16.46839905,16.90239906,15.51550007,17.16079903
,0.6133028802,-0.6340749264,Q02395,Q02395,Metal-response element-binding transcription factor 2,Mtf2,,7,66.924,8,4,4,14.56640053,15.15709972,13.78060055,14.4090004,15.92399979,14.13510036,14.80860043,15.58170033
,1.611422753,0.8201751709,Q03141,Q03141,MAP/microtubule affinity-regulating kinase 3,Mark3,,15,84.389,8,4,4,17.38920021,17.61560059,18.28490067,17.37129974,16.75110054,16.99979973,16.41340065,17.2159996
,0,NaN,Q03147;Q8BWQ5,Q03147,Cyclin-dependent kinase 7,Cdk7,,10,38.968,4,0,4,NaN,NaN,NaN,NaN,13.27110004,13.35680008,13.13010025,13.38319969
,2.661073024,1.027174473,Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial",Atp5a1,,25,59.752,8,4,4,19.2003994,19.60680008,19.90250015,19.40550041,18.60580063,18.51790047,18.12820053,18.75460052
+,2.841484721,2.415100098,Q03267,Q03267,DNA-binding protein Ikaros,Ikzf1,,9,57.336,8,4,4,17.42670059,18.03549957,18.08300018,16.98430061,15.58570004,15.47420025,14.18220043,15.62699986
+,3.388786398,2.656650305,Q03347,Q03347,Runt-related transcription factor 1,Runx1,,4,48.609,8,4,4,17.05780029,17.34609985,16.84860039,16.88750076,15.4048996,13.72630024,14.15380001,14.22840023
,0.9992859026,0.7195491791,Q03350,Q03350,Thrombospondin-2,Thbs2,,9,129.88,8,4,4,16.76009941,17.16569901,17.50989914,16.03219986,16.34469986,16.15649986,15.61050034,16.47800064
,1.716319438,0.6543250084,Q03963,Q03963,"Interferon-induced, double-stranded RNA-activated protein kinase",Eif2ak2,,10,58.279,8,4,4,18.0760994,18.44890022,18.62750053,18.60059929,17.70389938,17.83440018,17.40690041,18.19059944
,0.3705128904,0.5920337041,Q04207,Q04207,Transcription factor p65,Rela,,5,60.211,6,3,3,NaN,14.33780003,14.24580002,12.56340027,13.80039978,NaN,12.75959969,12.81089973
,1.220326697,0.5800499916,Q04750;Q8R4U6,Q04750,DNA topoisomerase 1,Top1,,28,90.875,8,4,4,20.34219933,20.60680008,21.09449959,20.08370018,20.09900093,19.8409996,19.64839935,20.21859932
,0.02504243056,0.06075016658,Q04841,Q04841,DNA-3-methyladenine glycosylase,Mpg,,3,36.471,7,3,4,14.94320011,14.50460052,NaN,12.50510025,14.79329967,12.86970043,14.53180027,13.49940014
,2.46591456,0.9565753937,Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2,,21,86.305,8,4,4,18.8635006,18.96730042,19.51399994,18.72780037,18.13369942,18.02479935,17.78030014,18.30750084
,0.6670823389,0.6014499664,Q05CL8,Q05CL8,La-related protein 7,Larp7,,13,64.802,8,4,4,17.27079964,18.08810043,18.00429916,16.52269936,16.62319946,17.13369942,16.3484993,17.37470055
,1.725529898,0.9299006462,Q05D44,Q05D44,Eukaryotic translation initiation factor 5B,Eif5b,,28,137.61,8,4,4,18.23649979,18.06999969,18.49500084,17.19210052,17.18619919,16.86179924,17.11260033,17.11339951
+,3.187095544,1.147699594,Q06180,Q06180,Tyrosine-protein phosphatase non-receptor type 2,Ptpn2,,6,47.36,8,4,4,15.47639942,15.41689968,15.67850018,15.20329952,14.3142004,14.57139969,13.88070011,14.41800022
+,3.397190703,1.287074566,Q06985;P61092,Q06985,E3 ubiquitin-protein ligase SIAH1B,Siah1b,,3,31.122,8,4,4,18.11840057,18.53829956,18.73679924,18.24620056,17.22310066,17.25040054,16.77429962,17.24360085
,1.619082805,1.137475252,Q07113,Q07113,Cation-independent mannose-6-phosphate receptor,Igf2r,,46,273.81,8,4,4,12.36620045,11.42129993,12.73270035,12.77920055,10.75710011,11.76780033,11.07999992,11.14459991
,0.3371370202,0.2952253819,Q07139,Q07139,Protein ECT2,Ect2,,8,103.13,8,4,4,16.56900024,16.76880074,16.00370026,15.91429996,15.90299988,16.46349907,15.18840027,16.52000046
,1.915567156,0.9822750092,Q07832,Q07832,Serine/threonine-protein kinase PLK1,Plk1,,18,68.3,8,4,4,19.09200096,19.04509926,19.42589951,18.33959961,18.14430046,17.88929939,17.6086998,18.33119965
,0,NaN,Q08024,Q08024,Core-binding factor subunit beta,Cbfb,,2,22.03,3,3,0,14.89939976,15.39630032,15.22970009,NaN,NaN,NaN,NaN,NaN
,0,-0.03102564812,Q08122;Q62441;Q62440;Q9WVB2,Q08122,Transducin-like enhancer protein 3,Tle3,,10,83.446,5,1,4,NaN,11.60649967,NaN,NaN,11.26500034,11.5425005,11.46030045,12.2823
,1.145237136,0.5113997459,Q08288,Q08288,Cell growth-regulating nucleolar protein,Lyar,,12,43.735,8,4,4,21.33429909,21.62170029,22.16390038,21.31550026,21.13879967,21.12779999,20.7595005,21.36370087
,0.04980606359,-0.05899985631,Q08639,Q08639,Transcription factor Dp-1,Tfdp1,,3,45.23,7,3,4,20.34090042,21.21299934,21.45059967,NaN,21.43700027,20.59449959,20.65399933,21.55649948
,1.34721319,0.6963996887,Q08943,Q08943,FACT complex subunit SSRP1,Ssrp1,,19,80.859,8,4,4,17.2227993,17.64039993,18.00099945,17.48819923,16.96279907,17.41950035,16.33449936,16.85000038
,0.05233462842,-0.1450500488,Q09XV5,Q09XV5,Chromodomain-helicase-DNA-binding protein 8,Chd8,,27,290.84,8,4,4,14.27340031,16.61579895,13.40890026,13.6899004,14.92259979,15.39280033,12.74240017,15.51039982
,1.261299184,0.5765004158,Q0P678,Q0P678,Zinc finger CCCH domain-containing protein 18,Zc3h18,,9,105.69,8,4,4,17.728899,18.0333004,18.24850082,17.24180031,17.43040085,17.35849953,16.95529938,17.20229912
,1.724248511,0.7290000916,Q0VBD2,Q0VBD2,Protein MCM10 homolog,Mcm10,,15,98.405,8,4,4,17.95249939,17.80660057,18.50279999,17.5760994,17.52910042,17.27140045,16.979599,17.14189911
,2.10574781,0.8828749657,Q0VBL3,Q0VBL3,,Rbm15,,15,105.72,8,4,4,18.74449921,18.83769989,18.96039963,18.33029938,17.8253994,18.03409958,17.33569908,18.14620018
,0.3064831951,-0.3937003613,Q0VEE6,Q0VEE6,Zinc finger protein 800,Znf800,,8,74.812,8,4,4,15.2489996,15.56719971,16.73489952,14.39459991,15.77760029,16.38279915,15.26290035,16.09720039
+,2.66052918,1.744575024,Q0VGY8,Q0VGY8,Protein TANC1,Tanc1,,28,200.8,8,4,4,15.74310017,15.6243,15.50689983,14.42010021,13.8664999,13.80510044,13.40299988,13.2414999
,0.1269075458,-0.1164000034,Q14AX6,Q14AX6,Cyclin-dependent kinase 12,Cdk12,,15,163.68,8,4,4,14.36970043,13.84570026,15.04539967,13.77019978,13.97539997,14.56910038,14.19159985,14.76049995
,0.8241095779,-0.2984249592,Q14B71,Q14B71,Cell division cycle-associated protein 2,Cdca2,,19,106.36,8,4,4,16.57290077,15.87300014,16.22159958,16.0265007,16.63120079,16.30080032,16.29920006,16.65649986
,0.5559718416,0.3732666969,Q14C51,Q14C51,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial",Ptcd3,,19,77.795,7,3,4,13.70040035,14.30580044,13.79629993,NaN,13.4861002,13.74510002,12.98210049,14.03030014
,0.4461534839,0.3573660056,Q14CH7,Q14CH7,"Alanine--tRNA ligase, mitochondrial",Aars2,,7,106.78,7,4,3,13.48219967,14.36369991,14.50969982,13.87479973,14.03760052,NaN,13.18840027,13.87470055
,1.250590498,0.6734743118,Q1HFZ0,Q1HFZ0,tRNA (cytosine(34)-C(5))-methyltransferase,Nsun2,,33,85.451,8,4,4,19.66349983,19.61020088,20.1595993,18.86969948,19.10700035,18.92550087,18.61630058,18.96030045
+,2.790116308,1.482450008,Q2KN98,Q2KN98,Cytospin-A,Specc1l,,30,124.49,8,4,4,20.67020035,20.80680084,21.45159912,20.24110031,19.54899979,19.20070076,19.06599998,19.42420006
,0.3525136224,-0.5406917731,Q2TBA3,Q2TBA3,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog,Malt1,,6,93.215,7,3,4,11.25590038,11.20300007,NaN,12.37779999,11.43010044,11.34870052,12.45950031,13.37339973
,0.7283936659,1.236249924,Q2YDW2,Q2YDW2,Protein misato homolog 1,Msto1,,10,61.23,8,4,4,13.63119984,15.11180019,12.95300007,12.62260056,13.04940033,11.33769989,11.25810051,13.72840023
+,2.031848609,1.138999939,Q3TBD2,Q3TBD2,Minor histocompatibility protein HA-1,Hmha1,,19,122.9,8,4,4,15.57610035,15.17490005,14.75870037,15.11520004,13.66230011,14.74240017,13.69280052,13.97140026
+,0.8755810237,2.721149921,Q3TBW2,Q3TBW2,"39S ribosomal protein L10, mitochondrial",Mrpl10,,6,29.395,8,4,4,12.41209984,17.75180054,18.15369987,12.93440056,13.15960026,13.11340046,11.73659992,12.35780048
,1.143369902,0.6928501129,Q3TC46,Q3TC46,Protein PAT1 homolog 1,Patl1,,7,86.769,8,4,4,14.36740017,14.66479969,14.88469982,14.66400051,14.17700005,13.78499985,13.21850014,14.62899971
+,3.105452602,2.596050024,Q3TCJ8,Q3TCJ8,Coiled-coil domain-containing protein 69,Ccdc69,,5,23.296,8,4,4,18.6711998,19.06800079,20.15010071,19.19610023,17.0720005,16.78070068,16.97340012,15.87510014
,1.130624444,1.065449953,Q3TDN2,Q3TDN2,FAS-associated factor 2,Faf2,,9,52.471,8,4,4,14.94769955,14.75969982,13.89140034,13.3178997,13.93980026,13.40359974,12.64659977,12.66489983
,0.242839225,0.1544997692,Q3TDQ1,Q3TDQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,Stt3b,,13,93.245,8,4,4,16.73209953,16.20420074,16.83659935,15.8039999,16.21590042,16.36369896,15.98270035,16.39660072
,0.9705528506,0.5352497101,Q3TEA8,Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,,16,60.866,8,4,4,20.61359978,20.72019958,21.22089958,20.05200005,19.9076004,20.22830009,19.84280014,20.48699951
,1.583402228,1.162324905,Q3TFK5,Q3TFK5,G patch domain-containing protein 4,Gpatch4,,5,46.553,8,4,4,17.52199936,17.97789955,17.57819939,16.64310074,16.56579971,15.58090019,16.07859993,16.84659958
+,5.630310314,3.480475426,Q3THE2,Q3THE2,Myosin regulatory light chain 12B,Myl12b,,14,19.779,8,4,4,27.05200005,27.41720009,27.54789925,26.70260048,23.77809906,23.81559944,23.5394001,23.66469955
,0,NaN,Q3THK3,Q3THK3,General transcription factor IIF subunit 1,Gtf2f1,,7,57.241,4,0,4,NaN,NaN,NaN,NaN,15.84140015,15.5880003,15.47529984,16.49850082
+,1.358954163,1.471874714,Q3THK7,Q3THK7,GMP synthase [glutamine-hydrolyzing],Gmps,,31,76.723,8,4,4,15.76749992,15.60789967,13.38479996,15.1257,13.76990032,13.83030033,13.01309967,13.38510036
+,3.894903356,2.386899948,Q3THS6,Q3THS6,S-adenosylmethionine synthase isoform type-2,Mat2a,,10,43.688,8,4,4,17.78319931,17.83259964,18.2541008,17.53849983,15.88479996,14.81939983,15.47970009,15.67689991
,0.2809718386,0.2678997517,Q3TIV5,Q3TIV5,Zinc finger CCCH domain-containing protein 15,Zc3h15,,10,48.327,8,4,4,16.8701992,16.29789925,16.36529922,15.39659977,16.07460022,15.3324995,15.90639973,16.54489899
,0.5434869411,-0.7906579971,Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,,12,65.146,7,3,4,14.25489998,13.93830013,12.97300053,NaN,14.69900036,13.08290005,15.04599953,15.22299957
,0,NaN,Q3TJ91,Q3TJ91,Lethal(2) giant larvae protein homolog 2,Llgl2,,2,114.32,3,0,3,NaN,NaN,NaN,NaN,NaN,11.71420002,12.81830025,9.383330345
,0,1.604533831,Q3TJD7,Q3TJD7,PDZ and LIM domain protein 7,Pdlim7,,7,50.118,4,1,3,NaN,NaN,14.05170059,NaN,12.99890041,12.60470009,11.73789978,NaN
+,2.419065953,1.094200134,Q3TJZ6,Q3TJZ6,Protein FAM98A,Fam98a,,16,55.055,8,4,4,21.84980011,21.92900085,22.10090065,21.44669914,20.79210091,20.59860039,20.31489944,21.24399948
,1.402342123,0.8432497978,Q3TKT4,Q3TKT4,Transcription activator BRG1,Smarca4,,24,181.43,8,4,4,17.58090019,17.28680038,17.14789963,17.07869911,15.82180023,16.82859993,16.01399994,17.05690002
+,2.982111197,1.170100689,Q3TLH4,Q3TLH4,Protein PRRC2C,Prrc2c,,60,310.89,8,4,4,20.47050095,20.61800003,21.10309982,20.40850067,19.4333992,19.46299934,19.22120094,19.80209923
,1.409408662,0.8529994488,Q3TLR7,Q3TLR7,Denticleless protein homolog,Dtl,,5,79.13,8,4,4,14.32470036,14.4282999,15.04749966,14.88949966,13.77070045,14.52780056,13.78180027,13.1977005
,0.4091581067,0.8882799149,Q3TRM4,Q3TRM4,Neuropathy target esterase,Pnpla6,,6,149.54,6,2,4,12.73089981,10.03305054,NaN,NaN,11.0187006,10.03900051,10.91009998,10.00697994
,0,3.290699641,Q3TWF6,Q3TWF6,WD repeat-containing protein 70,Wdr70,,7,73.118,4,1,3,NaN,NaN,16.21109962,NaN,13.18130016,12.0401001,NaN,13.53979969
,1.920351194,0.8007750511,Q3TWW8,Q3TWW8,Serine/arginine-rich splicing factor 6,Srsf6,,10,39.025,8,4,4,23.07290077,23.79059982,23.82719994,23.18289948,22.54999924,22.8348999,22.42410088,22.86149979
,0.8374059213,0.8430164655,Q3TX08,Q3TX08,tRNA (guanine(26)-N(2))-dimethyltransferase,Trmt1,,11,72.349,7,3,4,15.01879978,13.32520008,15.11269951,NaN,13.67440033,13.76169968,13.56089973,13.57320023
,0.3505396671,0.5299749374,Q3TXS7,Q3TXS7,26S proteasome non-ATPase regulatory subunit 1,Psmd1,,33,105.73,8,4,4,14.68430042,14.8980999,13.34599972,13.51210022,14.30039978,13.65700054,12.10039997,14.26280022
+,1.806232605,3.729637384,Q3TYD6,Q3TYD6,Serine/threonine-protein kinase LMTK2,Lmtk2,,4,160.51,8,4,4,14.77760029,14.60169983,14.54510021,11.10050011,11.27750015,9.233469963,8.525580406,11.06980038
,0.3022275617,-0.3028492928,Q3TZX8,Q3TZX8,Polynucleotide 5-hydroxyl-kinase NOL9,Nol9,,10,80.839,8,4,4,15.58209991,16.62890053,17.33040047,16.49990082,16.69280052,16.67219925,16.44059944,17.44709969
+,1.534787967,1.352725029,Q3TZZ7,Q3TZZ7,Extended synaptotagmin-2,Esyt2,,19,94.138,8,4,4,16.84339905,16.82460022,17.62610054,15.9119997,15.67879963,15.66389942,14.50790024,15.94460011
,2.243193912,0.943300724,Q3U0V1,Q3U0V1,Far upstream element-binding protein 2,Khsrp,,19,76.775,8,4,4,19.18610001,19.42510033,19.72579956,18.86330032,18.355299,18.3757,18.02759933,18.66849899
,0.6117769782,-0.7617249489,Q3U186,Q3U186,"Probable arginine--tRNA ligase, mitochondrial",Rars2,,10,65.335,8,4,4,12.21150017,12.64050007,10.67059994,10.98750019,12.49750042,11.70129967,12.03209972,13.32610035
,0,3.048849821,Q3U1F9,Q3U1F9,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Pag1,,3,46.549,5,4,1,17.16390038,17.46170044,16.84720039,14.6342001,NaN,NaN,13.47790051,NaN
,0.7057258576,0.5470247269,Q3U1G5,Q3U1G5,Interferon-stimulated 20 kDa exonuclease-like 2,Isg20l2,,7,41.019,8,4,4,18.80999947,19.12770081,19.56399918,17.96929932,18.49169922,18.19779968,17.91160011,18.68180084
+,2.66749883,1.293200016,Q3U1J4,Q3U1J4,DNA damage-binding protein 1,Ddb1,,33,126.85,8,4,4,16.7656002,16.62509918,16.70479965,15.98900032,15.37080002,14.75259972,15.20370007,15.58459949
,1.729157152,1.070258697,Q3U214,Q3U214,Microtubule-associated serine/threonine-protein kinase 3,Mast3,,4,144.17,7,4,3,14.13689995,13.50110054,14.08180046,13.82310009,12.19729996,13.05949974,NaN,13.18959999
,0.6559271979,0.2455251217,Q3U2K0,Q3U2K0,Protein FAM193B,Fam193b,,3,95.083,8,4,4,15.37030029,15.40649986,15.85999966,15.56130028,15.2343998,15.05949974,15.2116003,15.71049976
,1.312218475,0.6489003499,Q3U2P1,Q3U2P1,Protein transport protein Sec24A,Sec24a,,8,118.78,5,2,3,11.05000019,NaN,11.03620052,NaN,10.10659981,10.64379978,10.43220043,NaN
,0,5.271624804,Q3U3E2,Q3U3E2,Protein FAM117B,Fam117b,,4,61.344,5,4,1,12.93570042,13.1736002,13.03270054,12.54829979,NaN,7.650950432,NaN,NaN
,0,1.785833359,Q3U3T8,Q3U3T8,WD repeat-containing protein 62,Wdr62,,2,167.28,4,3,1,11.8859005,11.37050056,12.55500031,NaN,10.15130043,NaN,NaN,NaN
,0.05858514379,-0.163500309,Q3U4G0,Q3U4G0,Uncharacterized protein C15orf41 homolog,,,2,32.112,6,2,4,15.38150024,NaN,NaN,16.87929916,16.01709938,16.96310043,14.82229996,17.37310028
+,1.970768488,1.163950443,Q3U5C7,Q3U5C7,Prickle-like protein 1,Prickle1,,21,94.13,8,4,4,19.76600075,20.03070068,20.46870041,19.05979919,18.77149963,18.91839981,18.35319901,18.62630081
,1.18331838,0.9034748077,Q3U6K5,Q3U6K5,Spermatogenesis-associated protein 6,Spata6,,3,56.101,8,4,4,14.60560036,14.52950001,14.74419975,13.08899975,13.06850052,13.45059967,13.27140045,13.56389999
,0.1493657581,-0.1523081462,Q3U6N9,Q3U6N9,UPF0488 protein C8orf33 homolog,,,3,24.464,7,3,4,16.60720062,NaN,17.23970032,16.63879967,17.14100075,16.67269897,17.72100067,16.38879967
,0.05790561592,0.08802485466,Q3U7R1,Q3U7R1,Extended synaptotagmin-1,Esyt1,,32,121.55,8,4,4,14.15610027,13.88910007,11.84200001,13.35270023,13.34150028,13.49890041,12.82050037,13.2269001
,0.4718533521,0.3691749573,Q3U821,Q3U821,,Wdr75,,13,94.036,8,4,4,16.8920002,16.39150047,17.00429916,15.6406002,16.62070084,15.93929958,15.89929962,15.99240017
,1.478900762,0.5516252518,Q3U9G9,Q3U9G9,Lamin-B receptor,Lbr,,14,71.439,8,4,4,19.73670006,19.96999931,20.19849968,19.66970062,19.3307991,19.40679932,18.92630005,19.7045002
,1.502107104,1.012316704,Q3UA06,Q3UA06,Pachytene checkpoint protein 2 homolog,Trip13,,14,48.376,5,2,3,NaN,14.13440037,14.44390011,NaN,13.63829994,NaN,13.03170013,13.16050053
,0.1263354544,0.1842756271,Q3UB74,Q3UB74,Transforming growth factor beta regulator 1,Tbrg1,,2,44.881,8,4,4,16.93510056,17.29360008,18.53660011,18.82320023,17.79699898,17.80599976,16.91699982,18.33139992
,0.9993304349,0.6603503227,Q3UEB3,Q3UEB3,Poly(U)-binding-splicing factor PUF60,Puf60,,11,60.248,8,4,4,18.22870064,18.76589966,19.00009918,17.91320038,17.83839989,18.22699928,17.15979958,18.04129982
,0.7944021388,-0.8687664668,Q3UFB2,Q3UFB2,Box C/D snoRNA protein 1,Znhit6,,4,52.212,7,3,4,12.81410027,NaN,13.03079987,12.50570011,14.05879974,14.10890007,12.35459995,14.08689976
,1.091520573,0.6761746407,Q3UFM5,Q3UFM5,Nucleolar MIF4G domain-containing protein 1,Nom1,,8,95.959,8,4,4,16.55410004,17.0230999,17.35050011,16.14839935,16.39959908,16.09530067,15.56830025,16.30820084
,0.1194070797,-0.1629327933,Q3UFY8,Q3UFY8,Mitochondrial ribonuclease P protein 1,Trmt10c,,5,48.385,7,3,4,15.92720032,13.94560051,15.05150032,NaN,15.39369965,14.99289989,15.32009983,14.8441
+,3.686343788,2.16994977,Q3UGY8,Q3UGY8,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,Arfgef3,,4,240.09,8,4,4,13.89550018,14.15320015,14.23280048,13.34389973,12.1590004,11.69490051,11.81949997,11.27220058
+,2.011748396,2.132730166,Q3UH60,Q3UH60,Disco-interacting protein 2 homolog B,Dip2b,,6,171.12,6,3,3,NaN,10.51580048,10.77509975,9.438420296,8.013859749,8.511250496,7.806019783,NaN
,1.511232837,0.9921498299,Q3UHC0,Q3UHC0,Trinucleotide repeat-containing gene 6C protein,Tnrc6c,,11,175.77,8,4,4,14.93050003,14.8494997,15.23579979,13.70559978,13.69299984,13.99279976,13.5927,13.47430038
,1.49329589,0.7135503292,Q3UHD6,Q3UHD6,Sorting nexin-27,Snx27,,11,60.988,8,4,4,16.34770012,16.64559937,16.31509972,16.12420082,15.05319977,15.52929974,15.85639954,16.13949966
,0.006241494869,0.01343305906,Q3UHJ0,Q3UHJ0,AP2-associated protein kinase 1,Aak1,,13,103.35,7,4,3,10.14710045,12.64179993,12.72239971,12.0862999,11.86880016,12.0425005,11.74660015,NaN
+,3.081869724,1.609500647,Q3UHK8,Q3UHK8,Trinucleotide repeat-containing gene 6A protein,Tnrc6a,,14,203.15,8,4,4,17.14660072,16.35020065,17.20000076,16.53409958,15.10369968,15.22130013,15.58749962,14.8803997
,0.07769751275,0.189825058,Q3UHX0,Q3UHX0,Nucleolar protein 8,Nol8,,5,128.63,8,4,4,13.57229996,13.88049984,11.67850018,10.87680054,13.46679974,11.67109966,12.77360058,11.3373003
+,3.444987873,1.059000015,Q3UHX9,Q3UHX9,Putative methyltransferase C9orf114 homolog,D2Wsu81e,,9,42.957,8,4,4,18.31389999,18.53420067,18.57349968,18.08729935,17.31690025,17.33679962,17.07859993,17.54059982
,2.017027159,0.9564504623,Q3UJB9,Q3UJB9,Enhancer of mRNA-decapping protein 4,Edc4,,16,152.48,8,4,4,16.97550011,16.3390007,16.97229958,16.13680077,16.04409981,15.6093998,15.43910027,15.50519943
,1.133186925,1.092458487,Q3UJD6,Q3UJD6,Ubiquitin carboxyl-terminal hydrolase 19,Usp19,,23,150.55,7,4,3,12.20190048,12.38119984,10.84980011,12.17560005,10.70289993,11.35739994,NaN,10.36870003
,0.7252986125,-0.9984498024,Q3UJK4,Q3UJK4,GTP-binding protein 2,Gtpbp2,,4,65.754,8,4,4,15.18630028,12.86910057,14.07910061,12.37969971,15.26449966,14.69550037,14.23649979,14.31150055
,0,1.41100049,Q3UKC1,Q3UKC1,Tax1-binding protein 1 homolog,Tax1bp1,,6,93.629,5,4,1,13.84210014,13.83890057,13.95020008,13.52080059,NaN,NaN,12.37699986,NaN
